examen_id,intrebare_text,varianta_a,varianta_b,varianta_c,raspuns_corect
"1","Utilizarea unei singure culori pentru toate conductoarele de fază ale unui circuit","este interzisă","este permisă, cu marcarea corespunzătoare la cele două extremităţi","este permisă dacă nu se folosește una dintre culorile verde sau galben","b"
"1","Tipurile de reţele în funcţie de modul de legare la pământ pentru tensiune alternativă sunt:","TI, TT şi IT.","TN, TI şi IT.","TN, TT şi IT.","c"
"1","Într-o reţea TN, punerea la masă a unei faze","nu conduce la apariția unui curent de defect","conduce la apariția unui curent de defect","conduce la apariția unui curent de defect trecător","b"
"1","In toate reţelele TN, atunci când există un conductor PE sau PEN, acestea, când fac parte din componenţa tablourilor de distribuţie","trebuie legate la pământ numai dacă rezistența de dispersie a rețelei de legare la pământ este < 4Ω","pot fi sau nu legate la pământ","trebuie legate la pământ obligatoriu","c"
"1","Pe circuitele de alimentare ale dispozitivelor de stingere a incendiilor.","se recomandă să se prevadă protecţia la suprasarcina","se recomandă să nu se prevadă protecţia la suprasarcina","este obligatoriu să se prevadă protecţia la suprasarcina","b"
"1","Pe circuitele de alimentare ale dispozitivelor de stingere a incendiilor.","se permite renunţarea la protecţia la scurtcircuit","este obligatoriu să se prevadă protecţia la scurtcircuit","în norme nu sunt prevederi speciale pentru protecția la scurtcircuit a circuitelor de acest tip","c"
"1","Atunci când un dispozitiv de protecție trebuie să deconecteze toate conductoarele active din circuitul corespondent,","conductorul neutru trebuie să fie deconectat înaintea conductoarelor de fază","conductorul neutru trebuie să fie deconectat simultan cu conductoarele de fază","conductorul neutru trebuie să nu fie deconectat înaintea conductoarelor de fază","c"
"1","În instalaţiile electrice ale construcţiilor se utilizează oțelul sub formă de","conductoare neizolate rigide (bare)","conductoare izolate","conductoare neizolate","a"
"1","Tuburile şi ţevile metalice","nu se pot monta direct pe elementele de construcţie din materiale combustibile.","se pot monta direct pe elementele de construcţie din materiale combustibile, condiționat.","se pot monta direct pe elementele de construcţie din materiale combustibile","c"
"1","Dozele de derivaţie se instalează","numai pe suprafeţele verticale ale elementelor de construcţii","cu prioritate pe suprafeţele verticale ale elementelor de construcţii","pe sau în pardoseală, indiferent de tipul dozei","b"
"1","La consumatorii alimentaţi din surse proprii de energie electrică, puterea motoarelor care pot fi pornite direct se determină pe bază de calcul,","verificându-se satisfacerea condiţiei de cădere de tensiune admisă.","dar nu se va depăşi 20% din puterea instalată a sursei","dar nu se va depăşi 10% din puterea instalată a sursei","b"
"1","În fiecare instalaţie la nivelul tabloului general trebuie prevăzută","o bornă / bară principală de legare la pământ, numai atunci când reţeaua de distribuţie este TN-C;","o bornă / bară principală de legare la pământ,","o bornă / bară principală de legare la pământ, numai în cazul în care alimentarea receptoarelor se face în sistem TN-S","b"
"1","Circuitele iluminatului normal","trebuie să fie distincte de circuitele de prize.","poate fi un circuit comun pentru iluminat normal și prize dacă puterea totală instalată pe circuit nu depășește 2 kW","poate fi un circuit comun pentru iluminat normal și prize dacă puterea totală instalată pe circuit nu depășește3 kW pe un circuit monofazat şi 8 kW pe un circuit trifazat","a"
"1","Rezistenţa prizei de pământ a unei clădiri, atunci când este folosită numai pentru protecţia împotriva şocurilor electrice, trebuie să fie cel mult","10 Ω","1 Ω","4 Ω","c"
"1","Atunci când între priza de pământ a clădirii şi priza de pământ a postului de transformare (ce alimentează clădirea) este o distanță mai mică decât cea prevăzută de norme, se prevede o priză de pământ comună cu rezistenţă de cel mult","10 Ω","1 Ω.","4 Ω","b"
"1","Reţeaua electrică a operatorului de transport/distribuţie","constituie două surse de alimentare pentru locul de consum respectiv, dacă acesta este racordat printr-un post de transformare alimentat din două stații de treanformare, echipat cu două transformatoare și instalație de AAR","constituie două surse de alimentare pentru locul de consum respectiv, dacă acesta este racordat printr-un post de transformare echipat cu două transformatoare și instalație de AAR","constituie o singură sursă de alimentare (SEN) pentru locul de consum respectiv, indiferent de numărul de instalaţii electrice prin care este racordat","a"
"1","Pe un circuit care alimentează mai multe receptoare electrice de putere de aceeaşi natură şi destinaţie","nu se prevede protecție comună la scurtcircuit","nu se prevede protecție comună la suprasarcină","se prevede protecție la suprasarcină dacă puterea totală instalată a acestor receptoare depăşeşte 16 kW","c"
"1","Reţeaua generală a conductoarelor principale de legare la pământ de protecţie din instalaţiile electrice pentru şantiere de construcţii şi de demolare","se realizează buclat în toate cazurile în care acest lucru este posibil.","se realizează buclat în toate cazurile","se realizează radial, pentru reducerea consumului de materiale","a"
"1","Reţeaua generală de protecţie din instalaţiile electrice pentru şantiere de construcţii şi de demolare, care se execută ramificat, se leagă la toate capetele de linie şi la punctele de ramificaţie la câte o priză de pământ fixă de","1 Ω.","4 Ω.","10 Ω.","c"
"1","Protecţia motoarelor trifazate la suprasarcină se realizează cu un dispozitiv dependent de curent, cu temporizare, care monitorizează toate cele trei faze, reglat la .","cel mult 0,8 din valoarea curentului nominal al motorului","cel mult valoarea curentului nominal al motorului","cel mult 0,9 din valoarea curentului nominal al motorului","b"
"1","Dispozitivul de protecție la suprasarcină a motoarelor trifazate va acţiona în 2 ore sau mai puţin la o valoare","egală cu a curentului reglat","de 1,05 ori curentul reglat","de 1,20 ori curentul reglat","c"
"1","Dispozitivul de protecție la suprasarcină a motoarelor trifazate nu va acţiona într-un interval de 2 ore la o valoare","de 1,05 ori curentul reglat.","de 1,25 ori curentul reglat","de 1,20 ori curentul reglat","a"
"1","În instalaţiile electrice ale consumatorilor, pentru îmbunătăţirea factorului de putere, se utilizează","condensatoarele derivaţie","condensatoarele serie fixe","condensatoarele serie reglabile în trepte","a"
"1","Compensarea locală (individuală) a energiei reactive consumate se prevede .","numai pentru receptoare inductive cu consum mare de putere reactivă şi cu funcţionare continuă","numai pentru pentru receptoare de putere foarte mică, dar aflate în număr foarte mare","pentru receptoare inductive cu consum mare de putere reactivă şi cu funcţionare continuă şi pentru cele de putere foarte mică, dar aflate în număr foarte mare","c"
"1","Dacă circuitul unei baterii de condensatoare se protejează cu întreruptor automat (disjunctor) acesta se reglează pentru protecție la suprasarcină la","curentul nominal al bateriei;","1,5 ori curentul nominal al bateriei;","1,2 ori curentul nominal al bateriei;","b"
"1","Conductorul neutru (N):","este un conductor conectat electric la punctul neutru al sursei şi care poate contribui la distribuţia energiei electrice","este un conductor conectat electric la punctul neutru al sursei şi care contribuie la protecția contra atingerilor indirecte","este un conductor conectat electric la punctul neutru al sursei şi care contribuie la distribuţia energiei electrice și la protecția contra atingerilor indirecte","a"
"1","Protecţia de bază (protecţia împotriva atingerilor directe) se realizează","numai prin măsuri administrative","prin măsuri tehnice şi organizatorice","numai prin măsuri tehnice","b"
"1","Curentul admisibil este","valoarea maximă a curentului electric care poate parcurge în permanenţă un conductor, un dispozitiv sau un aparat, fără ca temperatura sa în regim permanent, în condiţii date, să fie superioară valorii specificate.","valoarea maximă a curentului electric care poate parcurge un conductor, un dispozitiv sau un aparat, fără ca temperatura sa în regim de scurtcircuit să fie superioară valorii specificate.","valoarea maximă a curentului electric care poate parcurge în permanenţă un conductor, un dispozitiv sau un aparat, fără ca temperatura sa în condiţiile unei puneri la pământ, să fie superioară valorii specificate.","c"
"1","Curent nominal este un","curent electric destinat a fi transportat de un circuit în funcţionarea în regim de defect simplu un timp limitat","curent electric destinat a fi transportat de un circuit în funcţionarea în regim de scurtcircuit un timp limitat","curent electric destinat a fi transportat de un circuit în funcţionarea normală pe timp nelimitat","c"
"1","Părţile conductoare străine","pot fi utilizate drept conductoare PEN în tensiune alternativă","pot fi utilizate, în anumite condiții, drept conductoare PEN în tensiune alternativă","nu trebuie utilizate drept conductoare PEN în tensiune alternativă","c"
"1","Priza de pământ independentă este o priză de pământ","care nu face parte dintr-o instalaţie de legare la pământ","suficient de îndepărtată de alte prize de pământ pentru ca potenţialul său electric să nu fie sensibil afectat de curenţii electrici între pământ şi alte prize de pământ.","care nu face parte dintr-o reţea de prize de pământ","b"
"1","Pentru realizarea prizelor de pământ se recomandă electrozi din","bare rotunde, ţevi sau profil cruce","conductele metalice pentru lichide inflamabile sau gaze.","obiectele metalice cufundate în apă","a"
"1","Priza de pământ este o","parte conductoare încorporată obligatoiu în pământ","parte conductoare care poate fi încorporată într-un mediu conductor specific, de exemplu beton sau cărbune, izolat față de pământ.","parte conductoare care poate fi încorporată în pământ sau într-un mediu conductor specific, de exemplu beton sau cărbune, în contact cu pământul.","c"
"1","Conform normativului I7 - 2011, prin ,, Pământ de referinţă "" se înțelege","o parte a Pământului în contact electric cu o priză de pământ independentă","o parte a Pământului în contact electric cu o instalaţie de legare la pământ","o parte a Pământului considerată conductoare, al cărei potenţial electric prin convenţie este considerat egal cu zero, care este în afara zonei de influenţă a oricărei instalaţii de legare la pământ","c"
"1","Folosirea mijloacelor individuale de protecţie electroizolante certificate","este o măsură tehnică pentru protecţia de bază (la atingere directă)","este o măsură tehnică principală pentru protecţia în caz de defect (protecţia la atingere indirectă)","este o măsură administrativă pentru protecţia de bază (la atingere directă)","c"
